Years,    Under 5 years,    5 to 9 years,    10 to 14 years,    15 to 19 years,    20 to 24 years,    25 to 29 years,    30 to 34 years,    35 to 39 years,    40 to 44 years,    45 to 49 years,    50 to 54 years,    55 to 59 years,    60 to 64 years,    65 to 69 years,    70 to 74 years,    75 to 79 years,    80 to 84 years,    85 years and over,Citizens,Non Citizen,Associates Degree,Bachelors Degree,Masters Degree,Professional degree,Doctorate degree,Regular high school diploma,GED or alternative credential,No schooling completed,"Nursery school, preschool",Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,12th grade - no diploma,"Some college, but less than 1 year","1 or more years of college credit, no degree",Foreign Born/Immigrants,Speak Only English,Spanish,French (Incl. Cajun),Haitian,Italian,Portuguese,German,"Yiddish, Pennsylvania Dutch or Other West Germanic Languages",Greek,Russian,Polish,Serbo-Croatian,Ukrainian or Other Slavic Languages,Armenian,"Persian (Incl. Farsi, Dari)",Gujarati,Hindi,Urdu,Punjabi,Bengali,"Nepali, Marathi, or Other Indic Languages",Other Indo-European Languages,Telugu,Tamil,"Malayalam, Kannada, or Other Dravidian Languages","Chinese (Incl. Mandarin, Cantonese)",Japanese,Korean,Hmong,Vietnamese,Khmer,"Thai, Lao, or Other Tai-Kadai Languages",Other Languages of Asia,Tagalog (Incl. Filipino),"Ilocano, Samoan, Hawaiian, or Other Austronesian Languages",Arabic,Hebrew,"Amharic, Somali, or Other Afro-Asiatic Languages","Yoruba, Twi, Igbo, or Other Languages of Western Africa","Swahili or Other Languages of Central, Eastern, & Southern Africa",Navajo,Other Native Languages of North America,Other & Unspecified Languages,White Alone,White Alone.1,Black or African American Alone,Black or African American Alone.1,American Indian & Alaska Native Alone,American Indian & Alaska Native Alone.1,Asian Alone,Asian Alone.1,Native Hawaiian & Other Pacific Islander Alone,Native Hawaiian & Other Pacific Islander Alone.1,Some Other Race Alone,Some Other Race Alone.1,Two or More Races,Two or More Races.1,Gulf War (2001-),Gulf War (1990s),Vietnam,Korea,World War II,Other,Party
0.5809390993033164,0.08491308118504914,0.9569887881522215,0.2563365934839549,0.7973479330738303,0.16745507110370328,0.9317883455934325,0.9961490719632813,0.11612361865747467,0.6560935999014664,0.11287943453601046,0.9767851572478309,0.2314145202601261,0.12796590032444077,0.5229168311584925,0.06064219270302462,0.6702083561601687,0.17034074730116677,0.8538888166982234,0.030300385125673013,0.40935323475672347,0.4265128687089649,0.26060932770363354,0.05470038694952106,0.18250669177614787,0.23062527956585743,0.09774787585638367,0.4906759823103204,0.8589067342747563,0.6323634424018421,0.19054145757068564,0.5803689336021699,0.0797365618336695,0.35708643606908985,0.783744315487407,0.8314275709162201,0.34979251457532956,0.2000428895801537,0.3119867692509748,0.414351870937944,0.2915068588041325,0.8768942877951071,0.4736974075278926,0.9629061056258078,0.2443759805563166,0.2146573798088499,0.05134238780253131,0.7425249508129607,0.11421683581568509,0.4755634556927061,0.5311705865927158,0.9518278856003773,0.15691951228490297,0.057654564644337825,0.8470952420843852,0.7510879103160222,0.6685054916361935,0.028268964119722018,0.33294450508564,0.4954303162651439,0.367378993774762,0.9552842442812823,0.6438608893121375,0.25731111293848064,0.7120452315406862,0.5160799928330239,0.723958988670415,0.23085636822821942,0.25940317691711445,0.6071269878571619,0.735263409867264,0.8075166450101375,0.7164316278640045,0.0028269408727291667,0.7608039732805043,0.979762082611071,0.027799652350962933,0.2291880604486588,0.8005883329445637,0.34760217473140775,0.6577645885235059,0.2942544899988242,0.5862846423470969,0.7000239656830821,0.646021852279163,0.5761747842641847,0.10273358287461853,0.8535190807510312,0.5390595505119096,0.5504606069808726,0.2654631097713196,0.3470941641050437,0.704389465651437,0.8802260744992405,0.7996598193856034,0.49771671031857334,0.20671682981120065,0.9423693242356425,0.5007605181720401,0.20506092768496986,0.446004820694216,0.6140951415033343,0.7719071263518907,0.7274363780689954,0.928793502306226,0.7621441044333832,0.04797213717453974,0.550925011037343,0.2866644979432542,1
0.8379428973058084,0.6760013531863375,0.6437439054941848,0.8791510362466404,0.749532413327914,0.8173741523331126,0.6032725846960317,0.11713938144483071,0.13079941301740194,0.8281645231641015,0.39693685802827616,0.5920927051602776,0.8479228815193359,0.9842075114300488,0.35838846657489376,0.3209101682789086,0.4615905977970506,0.9609440273575802,0.4144711671621333,0.7421273776581269,0.4534028209388232,0.07058460266892985,0.7684781019229274,0.8068143889477711,0.24861199358131625,0.8285324137327217,0.25132296739691573,0.3426583718540337,0.9676482249507844,0.7125415238646611,0.7885532018775335,0.43956213063367844,0.5487794951593975,0.129505791490391,0.8194130768104373,0.6505682856423078,0.27682879289281714,0.11010662900529344,0.10563915493943332,0.6444929870593004,0.0002190449253290927,0.003275721832889933,0.9827810979269822,0.359709165963523,0.2496006186294878,0.9248818630254316,3.5552939963157115e-06,0.08545399739698367,0.34161856868053264,0.045019899069962954,0.3418855316722562,0.7362512670472967,0.090966936131476,0.1417178173813799,0.24311065781063312,0.6588795028534694,0.3963525598532973,0.21822124005558352,0.8779220364102063,0.24348172977626303,0.6275412611853367,0.35774484243101423,0.2201038870762385,0.18886032773437522,0.8332857736934237,0.5443754911068808,0.830494862118342,0.8498223483294146,0.26274951930217105,0.7771222363860383,0.025251023764535696,0.2468510896560302,0.7682769692545581,0.05843127235647261,0.42364599534657466,0.6881809298738834,0.3231618988252074,0.20402655087405142,0.41307571357119577,0.902061385627336,0.5694948074779957,0.2994447957924221,0.6243660016017587,0.30632794956486376,0.16242903430111721,0.44140635414696994,0.42663975921770403,0.18115373610683339,0.30265065864515717,0.8711878130282923,0.01903176227923853,0.539951343863106,0.32404860175640515,0.5395305941559608,0.24609559366873335,0.030994234951316146,0.2953006447431491,0.06551208424158594,0.09659730725844007,0.5713005118205233,0.2317665412964447,0.6752198712616322,0.3455210089765476,0.6320272691342369,0.7711656378477048,0.7354540170508624,0.23881116673420522,0.032702590638985285,0.5809556790157001,0
0.22009189636899495,0.4364963120552854,0.9831000570637993,0.6720260525270845,0.9634789262417258,0.5249880146680367,0.10989627702406857,0.9426057832672813,0.9198006312366457,0.16198402478622298,0.6916967502600471,0.5749584890911009,0.9057857141748955,0.47656707421430744,0.011671305642265706,0.8390733925546737,0.9209630646048221,0.9540791753428577,0.5821160184712579,0.31526106498611817,0.6984522433078706,0.3736655119267873,0.28109346397676893,0.31429973284537505,0.40873746821302603,0.5372366072429567,0.9056510644881502,0.9156777286405862,0.5823807737149598,0.7626661131477334,0.03612086517073454,0.3748421277485733,0.40890353149058123,0.6286445627158949,0.8468253194120732,0.8405880510656142,0.19542689490354548,0.701340256799142,0.360825404855875,0.6911654661680797,0.6941177471511404,0.8833933838418925,0.060723448407109304,0.7329585044120472,0.3527025056333799,0.6146655015299065,0.6662083222262326,0.7574813625657585,0.027275181034758123,0.557680687267321,0.7593511746447417,0.7985341816243774,0.8491666752374193,0.2632172340602448,0.1352336808730623,0.9889621581310322,0.5004154017488697,0.050239740429549484,0.7405744454276421,0.6635093274369182,0.44403985731793294,0.32481687673356274,0.46419133017689296,0.3519835114492065,0.5453744281510384,0.08805362291903329,0.23716513428031416,0.9932573443111311,0.6390615042063624,0.8745562084642605,0.10930671717953533,0.6652832382635899,0.19766869867847314,0.9097830811021944,0.8823336537553901,0.08394410950035414,0.39776822754413343,0.45412880588781557,0.3328450054219082,0.7431191918346001,0.7598554472976223,0.0028304863007700964,0.5290949735559107,0.5724075608477786,0.26144502871744624,0.3773344620102206,0.03690292158746922,0.8202097844667157,0.7014410019277524,0.7464693606776638,0.8650691935074888,0.3765017786053346,0.646469219726005,0.06334419553464732,0.6770569992929619,0.2880547310888031,0.9640911046847471,0.5862893503749165,0.3902502728291941,0.21638295824682952,0.623236760156229,0.004525456687642482,0.2803203407922662,0.39701021691764526,0.5986377100092366,0.9226369157865452,0.0933975166978318,0.2793666526233496,0.5312708082232365,1
0.4305157819707336,0.8053618490567173,0.9498392771021741,0.4344507785372289,0.992121541744632,0.05922080940021479,0.5385728161916041,0.5298278049091542,0.9680661113803462,0.4447059767634951,0.7874055466424386,0.5216164186432906,0.2939710976598947,0.8765497288231301,0.1530237407326892,0.01729146334520293,0.670863213610177,0.26538444244973824,0.8087074327013363,0.6097349066718935,0.7497940818626501,0.563128461377201,0.5808122389597079,0.41184600789923953,0.06469721885021262,0.628873856009878,0.5874276654991625,0.23805666633852318,0.2018963784201,0.8465368838805374,0.3811766063516465,0.15885901524610435,0.956132162033576,0.1305415655062523,0.12347899599811452,0.3845384816002204,0.5878051298484328,0.6732890380194313,0.002920306120622551,0.9239853361290914,0.7341020898077787,0.08138429811379022,0.27472353135963934,0.20243771195481342,0.9872068559711095,0.16747100434073592,0.8233364110471262,0.45496262644446983,0.7804263124009225,0.26366770947182083,0.1551929940177238,0.6872616724882326,0.9035976271740068,0.6976255039806618,0.17786836148945695,0.5745638335598515,0.2882542025465117,0.43970851648004006,0.885709618217286,0.7886511440970808,0.1174768859251033,0.6001053920588222,0.09293273548892989,0.5733355463387928,0.7595689295893704,0.17480234016417484,0.643207786096446,0.5609224023795105,0.35941845665493033,0.36333158148093747,0.5238899777976866,0.45252147873139603,0.5697450528808298,0.7041166562065936,0.8246054581618805,0.5110395057589535,0.5563532077675662,0.3069451770463363,0.6364483096244774,0.6502414455043144,0.9182950812856009,0.20364476384438623,0.21599772475237067,0.26583907691784725,0.5255878314399178,0.9237243447746855,0.9065410878097883,0.6980800431175952,0.8961697107007023,0.08637504668288076,0.29878150127786585,0.7284179969965235,0.7002789294666891,0.02932594293388946,0.45360267084542594,0.24733153355168103,0.6582791994391177,0.1384294043283637,0.5452206746459592,0.6028369591146845,0.4033427480720482,0.4558517404186654,0.8019808343903876,0.34880399670088047,0.007229433306506938,0.22405725459027026,0.6853752285046221,0.767672513167309,0.674217051299899,0
0.6740169251190357,0.25499597582371547,0.9246129525002098,0.6703349431025198,0.44010651390640987,0.8536505259979015,0.5556865315620604,0.26319615547999087,0.30561218946253943,0.3608133973539611,0.8821324930805715,0.6217960101759024,0.0072475431622740505,0.7324342346347349,0.9642511631194975,0.7289367174889572,0.3448241697501996,0.5221210235478989,0.13517823541812812,0.24970183566135828,0.4288055539136383,0.610630636313398,0.49202164484051003,0.6842257263016805,0.874903324653093,0.7785666707750512,0.775661743270896,0.30360900952246916,0.8764845906891848,0.3335708793057376,0.9690414226961422,0.696196844009565,0.7872365877875807,0.2446576762655971,0.1278848402392645,0.5599189233705506,0.39256065966823783,0.8785259559806071,0.04318605886707716,0.824511830557241,0.640985188158914,0.26260430429002657,0.6834686485483965,0.2782437264209958,0.4994263129880461,0.0049924914109049645,0.46601140649087935,0.5926778865780942,0.6885699330104326,0.014785319574014744,0.017850933251868373,0.19743559393976418,0.011744543746599945,0.0749340681248758,0.8535819486996852,0.9029516056898399,0.3686034424905954,0.7077753117431805,0.3010043810568934,0.3744202997764986,0.25869910511920857,0.29077838754140717,0.014010770360566527,0.49659981303115497,0.13146930234272325,0.9336756540706376,0.028092372873132154,0.47610001961235393,0.11435212664056105,0.7759425440024473,0.6858662364818002,0.7854039228340787,0.42404807668238986,0.12579075457179145,0.7039642065966513,0.809025971502541,0.24767764279991034,0.025738859092953592,0.5305751604636209,0.6518638562015051,0.4505591395240496,0.3309421335199506,0.7310970262675915,0.12993969793316273,0.9712580616923869,0.6285756465410494,0.6458574000577908,0.40153264251690746,0.7669662041727152,0.9552602011487102,0.6924032755562183,0.8330440677755344,0.8939310621918996,0.44767430297528776,0.44824739676292713,0.020735735409826095,0.7660815450259653,0.8010814674521312,0.9907079335942663,0.792382170910859,0.0599150482585733,0.4825348877441864,0.819893449171072,0.8432068972381683,0.5877764487546221,0.22391925597627216,0.49768568113615763,0.8117701077276657,0.3503470770822418,1
0.8690385366797088,0.4413875568216217,0.45580601638249996,0.35088288791566713,0.2010139140037669,0.3089871569974324,0.692239104484512,0.1922735114609222,0.773672762466454,0.4790212148646731,0.8182605215441568,0.7024316282135789,0.899830242693764,0.23287837155401336,0.29552205529451603,0.685981031603095,0.8532911672679108,0.7552765855275402,0.005481988666974358,0.2204908589143545,0.08425703518040262,0.906128934225904,0.9484490269486221,0.17342366443350143,0.3349900203083276,0.26175141534190927,0.12709560773412598,0.21453509825670292,0.6130881344440633,0.44651712436220137,0.07041929394908342,0.12143684449581615,0.3070385477162161,0.1023299778434068,0.7865302370781331,0.9757007000200458,0.13129539247642796,0.6771838036557881,0.7967989463820332,0.7212712309488507,0.6681288831878078,0.5065264308095447,0.012035013689449037,0.4439900067016671,0.7279680671579083,0.012354810507910208,0.27985084224713974,0.06163107664763767,0.8290511838755946,0.3813453177563192,0.5198434930878847,0.45814546648540244,0.2171493661714069,0.468992951511637,0.06829560316553462,0.3605019785882101,0.27544418274777593,0.34340481139604384,0.9019683210881154,0.870756760604087,0.9713878963876647,0.8386064623250762,0.0975838821368249,0.8266758351359585,0.09943953923528026,0.28281412737901646,0.16081555474535758,0.1271009998317928,0.3980842291376224,0.3435061776931878,0.951275363260833,0.30303791528328794,0.40837252689717485,0.632005232212612,0.9308130473947411,0.3605417310030349,0.4132997858567894,0.56682961571583,0.4254321392812943,0.729706809250774,0.9040200545045037,0.8009696131012702,0.16110855512919664,0.8374459572801065,0.5015122770507661,0.5285492462464957,0.6314321763310403,0.22425101408215997,0.9156922626360217,0.43457633629155445,0.9392145505019998,0.3948014540485284,0.09193395280771388,0.9920614021077302,0.42533779454579346,0.7320221840335674,0.4397384751876158,0.5579699939719311,0.03496521906841965,0.4790919478930199,0.6122897297806827,0.1397804920579232,0.7171932958784547,0.5522456088141371,0.910002334303832,0.2172993386725115,0.6148217358348451,0.9447045683591243,0.6022502296529593,0
0.19879070723612613,0.2713357033264415,0.11788887039123785,0.2777667624637963,0.6162142638287146,0.9473264999499805,0.23294370888127258,0.853781998648216,0.7305425179755495,0.7453586343544722,0.3910743370550883,0.2751629468489467,0.8841676672869504,0.23216259042528908,0.5815953739165673,0.906773697787801,0.6104491401297505,0.3218923451113689,0.29804609038380725,0.5798700320553661,0.5806651157841218,0.9484846671815176,0.5387476028134892,0.1376323195583855,0.9876687405797738,0.8331766343573923,0.7598725047098289,0.5338870155051899,0.029386411713137384,0.7553244350438106,0.9558675787020069,0.4432775253400656,0.7281296794110516,0.6453222198390236,0.03059241711375771,0.8837971074677246,0.5155628492546397,0.8539749674531364,0.9144583463372948,0.1917599799847549,0.8674261401361334,0.6689352972338973,0.4235595465530141,0.4641418650350848,0.9273442705772198,0.4899092741018911,0.9347388979864454,0.15454387458628216,0.46610816821704704,0.4178992718057998,0.531119682442621,0.7274016659748688,0.8576804441783069,0.23065300825967183,0.7893453396999949,0.2205157599527351,0.27230516089698265,0.31033832859289767,0.20573969760688637,0.35614263799206436,0.7759447852573621,0.85714221131974,0.8003351890442189,0.2634365182857652,0.10596795831605421,0.5381532137736916,0.8419844799747014,0.18031128009327768,0.5892305734340751,0.1538210115022136,0.15952263097542418,0.3371818734523869,0.4320439762349314,0.5154232290232078,0.10697187836096533,0.6420063812677477,0.9084178790779223,0.9500350091028383,0.3262649539960286,0.09829822192789639,0.7282444100048228,0.37997356288845996,0.7280113557403066,0.295639760693728,0.433860258486812,0.03972958400505122,0.24391307093422188,0.23793493519701436,0.7246854942085595,0.21234974975119003,0.4447612036389752,0.9664984162914774,0.12803909982138062,0.1803426905957246,0.019394598942856334,0.7769532446577694,0.40031019836115544,0.7087126871208593,0.9534828598466225,0.3804108847867619,0.13777475008875273,0.7034719524589688,0.13197113159865093,0.057044963012112704,0.5497580869746141,0.7345067908023926,0.10647438829744282,0.4343256163052557,0.9044483169004816,1
0.9540849189910081,0.17296299827341244,0.7915544937197504,0.6207417956625206,0.9178144868425404,0.31197443330166186,0.19138309561396294,0.7126031789984353,0.11728463054082028,0.3227956101350311,0.18035099353634787,0.07411683707198202,0.048234829132209334,0.3479701624877616,0.5459896640564521,0.8416985308731677,0.024784273527873046,0.9488926578158332,0.047481399411290925,0.9651215153919912,0.1276518057476672,0.37527172665368547,0.6292342383416194,0.292251104520201,0.9112203794847096,0.5639468444826035,0.851448739096295,0.5533978304859457,0.21237065209551664,0.17905000598654353,0.31972116166899733,0.4050463149981558,0.35137791902436855,0.20952515860079557,0.9266108360940131,0.04341144840595468,0.056544771317412645,0.6721522058572964,0.014399604459978899,0.5360712821383118,0.5062736677540147,0.778500661957479,0.9925098704780506,0.8261505155832445,0.37552040093616157,0.9112781663872969,0.7053474332474248,0.5973714072220208,0.6630166940066495,0.35988423839757344,0.5531028329000116,0.09307395170389177,0.27465655658245225,0.3773437512419985,0.27820020373475673,0.49534700636677864,0.3946963721832244,0.2773307027629356,0.806361453116001,0.4234820553320586,0.7421182452384503,0.7906395486752755,0.3353175727173634,0.04468214651979052,0.05720652383190605,0.9233258746871833,0.16969908472666317,0.7721307355496312,0.683827684941953,0.9959443005903001,0.818248446719481,0.9526813564062214,0.8212273744861516,0.8125266134431164,0.8627179572543409,0.43773424924373006,0.6575168466484576,0.9978874134880602,0.965866707977278,0.9165705721370605,0.5436862722568908,0.5259404898570488,0.3702067180384969,0.37376790628750867,0.07370647527480823,0.25648833729616416,0.9173490100301899,0.33453725922962985,0.2827131895464323,0.9934657134673098,0.1771249903606109,0.5908061897905648,0.16628705784328368,0.1508794761777894,0.3371770176042055,0.3697281658294599,0.6335503927739091,0.5853984110350111,0.6489519812160337,0.4572838750211866,0.7571888667596418,0.3065301975008544,0.8574588068221559,0.9122330011825758,0.32391119461604456,0.187427878730834,0.4222420460706374,0.8006490968749961,0.38362213555935876,1
0.15859788617091763,0.5838574093312636,0.2041578959675986,0.3877712969364019,0.471042612104571,0.3891141963962338,0.5201413056092266,0.01656451200165432,0.1635585399585422,0.8377323726591315,0.052049210293803716,0.2436574553263503,0.3733817376240136,0.757104739237083,0.9882367523475432,0.6873661165764194,0.5880222831324746,0.33481727967394725,0.30092176087175904,0.927394134398581,0.21983971984188078,0.4780516003675972,0.5701211777753868,0.3982194050702168,0.7047688619042988,0.334871267744295,0.8450930152549896,0.5618111050717405,0.5031393502055254,0.27278800447962714,0.8996001085477257,0.4639803643966385,0.6269345814451978,0.7612415804844886,0.11747915858467972,0.07648087319325025,0.7120254708637209,0.08872967899723017,0.21930245433471685,0.3178090076948885,0.06545519493569041,0.20275881957527642,0.8858819497087127,0.6790910444793089,0.25895589221188187,0.8789477630986606,0.3913817197111741,0.7545806453135092,0.08497550376438556,0.6872263314186694,0.381578589282456,0.38897875035702334,0.6469440725744723,0.5586736782974713,0.7682448547214241,0.4041848858703465,0.857173946083172,0.37478452598257705,0.8270293249569187,0.8511878695549489,0.9460855650477777,0.6715728204625496,0.2010045671897137,0.6724955224285335,0.8263123869523278,0.2500757154682801,0.2729534435306782,0.3024752573758124,0.7899889971505697,0.05793580844703927,0.7581150831908092,0.9323579447989808,0.6290473723663859,0.19270283999881188,0.489519346856114,0.596984214777412,0.957864882193738,0.8964162624913752,0.6123846898435396,0.7730798109031786,0.8704687745754442,0.7354560136727942,0.9660209163755411,0.9839426778700939,0.9626872673599746,0.4287158113187598,0.7002104013369472,0.08434336405653864,0.833762599821263,0.26996921732775137,0.5629912155504545,0.14396970803499387,0.8345071925918487,0.7730883689537361,0.3537791422497566,0.2593583365667278,0.526293367944226,0.9761253923780063,0.10881356346413995,0.03676765077097399,0.9585187646384121,0.6990799177215817,0.27331321587474144,0.7922832469624445,0.6868635209420975,0.23560211153208155,0.16704354471419214,0.851666535408139,0.4785906615204405,1
0.4631702165167161,0.3611768869996622,0.1308453167897825,0.6073770083884807,0.8630019488711753,0.6768170688594094,0.5274679032381571,0.05668978670431246,0.7727872140087486,0.7564391528118288,0.7073226300282229,0.9121140958885262,0.2279962172058828,0.5820022531473276,0.38423943926484816,0.39055871064536074,0.2049416794990947,0.8831775760238656,0.31299258932977314,0.22440073295654772,0.7794678760226131,0.6803656113494824,0.7408190732243832,0.44698921126133306,0.6826768138906125,0.7626744159848947,0.7513659407802322,0.25901927833013294,0.4427850075469866,0.8655826137767821,0.2286749316273199,0.7026358352328566,0.24606164965075628,0.2772908088764108,0.7483960235388931,0.4628362335326017,0.2916136684270443,0.2058604689980249,0.8195690526712037,0.31106352641478974,0.7336981445646437,0.05750716969166647,0.631613012277464,0.8356416566410483,0.2632033021048463,0.37396125173301487,0.09410841298279582,0.7852370874301358,0.9718762893921822,0.11013161754313705,0.5067682434402652,0.5862399446701441,0.9387985136570143,0.1904396100436686,0.10839407485440733,0.43637210850238506,0.3395253819302493,0.14353199849888632,0.8974279169859639,0.9508979450282318,0.1648112309880988,0.9894038157206411,0.976708468658259,0.9415452122727461,0.32972806574489966,0.9393856993722142,0.712570687774594,0.2818367828380034,0.6430599081474314,0.3347487106430499,0.08116563557990841,0.3042486529371081,0.7139456024104412,0.11279637566071743,0.5459168771116171,0.6113570498799049,0.03548310418696543,0.4477567020958215,0.6562957174955221,0.9777064900209141,0.5066062954928852,0.34862986966269194,0.21810881469426968,0.6760735447259604,0.8355736871148487,0.5064873240201188,0.8749373047259366,0.8800442563273629,0.8602847401377468,0.15734091812066664,0.31451196715529706,0.42460167711918595,0.632551213116499,0.6447178895636572,0.47492972508613107,0.3149817800687358,0.47221990158232297,0.6213202320252955,0.8832858979211784,0.7948859137019252,0.803104682468246,0.9366529963628656,0.9018557081217262,0.11878026070598724,0.5136188796807607,0.31917398781148276,0.3184551247389319,0.8218163086070145,0.7647704753951262,0
